"procedure","code postal","lieu","nature","code CPV","dureeMois","acheteur/id","acheteur/nom","datePublicationDonnees","titulaires/0/denominationSociale","titulaires/0/id","titulaires/0/typeIdentifiant","id","type","formePrix","dateNotification","objet","montant","universally unique identifier (uuid)"
"Appel d'offres ouvert","42000","Saint-Etienne","Accord-cadre","50343000","12","24420077000117","Saint-Etienne Métropole","2020-02-28","SECURITAS TECHNOLOGIES","80161144300079","SIRET","2020PATR2800","Marché","Révisable","2020-2-27","Fournitures, maintenance préventive et corrective des systèmes de vidéosurveillance, alarme intrusion et contrôle d'accès des bâtiments de Saint-Etienne Métropole","4500.00","7BF2DDDFE6C1EB1DE187DBB52360303A"
"Appel d'offres ouvert","42000","Saint-Etienne","Accord-cadre","50343000","12","24420077000117","Saint-Etienne Métropole","2020-02-28","SECURITAS TECHNOLOGIES","80161144300079","SIRET","2020PATR2900","Marché","Révisable","2020-2-28","Fournitures, maintenance préventive et corrective des systèmes de vidéosurveillance, alarme intrusion et contrôle d'accès des bâtiments de Saint-Etienne Métropole","8250.00","7BFA3115AD3974731C8E2BC4A297BFB0"
"Procédure adaptée","42000","Site de l'ancienne manufacture d'armes de Saint-Etienne - Quartier Carnot","Marché","79933000","48","24420077000117","Saint Etienne Métropole","2022-01-24","planitec btp","38086732500033","SIRET","2022DCAF3000","Marché","Révisable","2022-01-24","Cité du design 2025 - Mission générale Ordonnancement / Pilotage / Coordination","58880.0",""
"Procédure adaptée","42271","Chemin du moulin Dampierre","Marché","45262330","3","24420077000117","Saint Etienne Métropole","2021-11-30","NGE GC","48746933000046","SIRET","2021VO30900","Marché","Révisable","2021-11-30","Reprise du pont du Dorlay à Saint-Paul-en-Jarez.","189721.5",""
"Procédure adaptée","42000","Saint-Etienne","Marché","66171000","3","24420077000117","Saint-Etienne Métropole","2020-08-25","RESSOURCES CONSULTANTS FINANCES","38168152700101","SIRET","2020FIN23600","Marché","Ferme et actualisable","2020-08-17","PRESTATION POUR L' ELABORATION D'UNE PROSPECTIVE FINANCIERE - Budget Principal et Budget annexe des Transports  de Saint-Etienne Métropole","28246.00","7C6A34889E262B5DF0B2772EBFD6B444"
"Procédure adaptée","43114","lapte","Marché","71335000","48","24420077000117","Saint Etienne Métropole","2021-11-30","QUALICONSULT","40144985501509","SIRET","2021EP31700","Marché","Révisable","2021-11-30","MISSION DE CONTROLE TECHNIQUE : REHABILITATION DE L?EVACUATEUR DE CRUES DU BARRAGE DE LAVALETTE","18600.0",""
"Procédure adaptée","42800","Barrage du Couzon","Marché","71335000","24","24420077000117","Saint Etienne Métropole","2022-02-28","ARTELIA E&E","50364657200019","SIRET","2022EP7300","Marché","Révisable","2022-02-25","Maitrise d'oeuvre pour la mise en place de dispositifs d'auscultation complémentaires sur le barrage du Couzon","27850.48",""
"Procédure adaptée","42000","Saint-Etienne","Marché","79970000","8","24420077000117","Saint-Etienne Métropole","2020-08-25","The Drawer","53980160500020","SIRET","2020MAM23200","Marché","Ferme et actualisable","2020-08-11","Prestation d'édition pour le livre d'artiste de Léa Belooussovitch - Projet éditorial du Musée d'Art Moderne et Contemporain","14400.00","7CE605480AF548B98A076E6EF45BD5E3"
"Procédure adaptée","42230","secteur Pommaraise  42230 Roche La Molière","Marché","71335000","24","24420077000117","Saint-Etienne Métropole","2020-08-25","SAFEGE","54202182900875","SIRET","2020ASRI23100","Marché","Révisable","2020-8-11","Mission de maîtrise d'oeuvre pour les travaux d'assainissement secteur Pommaraise de la commune de Roche La Molière","102185.00","7D2F3159D48511BAEE3A5501C2F67157"
"Procédure adaptée","42000","Zi Molina la Chazotte","Accord-cadre","90910000","12","24420077000117","Saint-Etienne Métropole","2020-08-25","ONYX AUVERGNE RHONE ALPES","30259089800326","SIRET","2020ACT23400","Marché","Révisable","2020-08-10","Prestations de nettoiement mécanisé sur la Zone d'Activités de Molina la Chazotte.","53250.00","7D650DD0BE40AECA52B756A36657C257"
"Procédure adaptée","42800","Berges du Gier 42800 RIVE DE GIER","Marché","71335000","2","24420077000117","Saint-Etienne Métropole","2020-08-25","HTV","49509253800018","SIRET","2020ASRI22700","Marché","Ferme et actualisable","2020-8-10","ETUDE HYDROLOGIQUE ET HYDRAULIQUE DU GIER A RIVE DE GIER<br />","23000.00","7D8D6DE9B62E07F63E51FEACAD2C0D49"
"Procédure adaptée","42000","Saint-Etienne","Accord-cadre","79950000","4","24420077000117","Saint-Etienne Métropole","2020-08-25","STANDING CONCEPT","33533945300037","SIRET","2020COMM23900","Marché","Ferme","2020-8-10","RÉALISATION DU STAND DE  SAINT-ETIENNE MÉTROPOLE POUR LA FOIRE INTERNATIONALE 2020","90000.00","7DAFDD7BF090A0CCBC34F91DB11AB72B"
"Procédure adaptée","42320","La Grand Croix","Marché","71335000","60","24420077000117","Saint-Etienne Métropole","2020-08-25","Egis Eau","49337803800266","SIRET","2020ASRI23200","Marché","Révisable","2020-08-11","MAITRISE D'OEUVRE POUR L'AMENAGEMENT DU LIT ET DES BERGES DU GIER A LA GRAND CROIX (ZONE AVAL)","213645.00","7DC9FD959836E360F9DCFB7FC3537696"
"Procédure adaptée","42000","Saint-Etienne","Accord-cadre","79820000","12","24420077000117","Saint-Etienne Métropole","2020-08-25","IMPRIMERIE SUD OFFSET","35326001100021","SIRET","2020COMM23300","Marché","Révisable","2020-8-10","REALISATION, IMPRESSION ET DIFFUSION  DES CALENDRIERS DE COLLECTE ANNUELS","50000.00","7DE6BDC5000A7EF5DAD9ABEC22D28CFF"
"Procédure adaptée","42000","Site de l'ancienne manufacture d'armes de Saint-Etienne - Quartier Carnot","Marché","79933000","4","24420077000117","Saint Etienne Métropole","2021-12-20","CP&O - les m2 heureux","37907220000072","SIRET","2021DCAF31400","Marché","Révisable","2021-12-20","Etudes de programmation pour la création de la Galerie Nationale du Design et d'une halle évènementielle","38737.5",""
"Procédure adaptée","42800","Place Pasteur","Marché","45233140","2","24420077000117","Saint Etienne Métropole","2021-08-08","Terideal-Segex Travaux et Services","80464614900018","SIRET","2021ASRI19700","Marché","Révisable","2021-08-04","Renouvellement des réseaux humides et travaux d'aménagement de la place Pasteur sur la commune de Rive de Gier.","118513.0",""
"Procédure adaptée","42800","Place Pasteur","Marché","45233140","8","24420077000117","Saint Etienne Métropole","2021-08-08","Terideal-Segex Travaux et Services","80464614900018","SIRET","2021ASRI19800","Marché","Révisable","2021-08-04","Renouvellement des réseaux humides et travaux d'aménagement de la place Pasteur sur la commune de Rive de Gier.","501663.1",""
"Procédure adaptée","42000","SAINT-ETIENNE","Accord-cadre","44115800","12","24420077000117","Saint-Etienne Métropole","2020-04-03","BOULLIARD","32613499600072","SIRET","2020PATR10700","Marché","Révisable","2020-4-3","Travaux d'aménagement des cloisons amovibles, faux plafonds, sols souples sur plancher technique dans les bâtiments de Saint-Etienne Métropole.","600000.00","7F779626EEE624431AACC4C8054FE958"
"Procédure adaptée","42000","SAINT-ETIENNE","Accord-cadre","44115800","12","24420077000117","Saint-Etienne Métropole","2020-04-03","Peintres Plaquistes Services","48283255700011","SIRET","2020PATR10800","Marché","Révisable","2020-4-3","Travaux d'aménagement des cloisons amovibles, faux plafonds, sols souples sur plancher technique dans les bâtiments de Saint-Etienne Métropole.","400000.00","7F82DECDDF04EE035F32EA0483996B2D"
"Procédure adaptée","42150","LA RICAMARIE","Marché","71335000","4","24420077000117","Saint-Etienne Métropole","2020-04-23","ARTELIA","50364657200019","SIRET","2020EP14000","Marché","Ferme et actualisable","2020-4-23","Révision de l'étude de stabilté et définition d'un programme de travaux d'aménagement sécuritaires pour le barrage de l'Ondenon","11862.50","7FD63A3CEC7110AD95DEB0BEBA8AF9A8"
"Procédure adaptée","42000","Station d'épuration de Furania 42000 SAINT-ETIENNE","Marché","90480000","2","24420077000117","Saint-Etienne Métropole","2020-04-08","SOCOTEC ENVIRONNEMENT","83409649700062","SIRET","2020ASRI13800","Marché","Ferme et actualisable","2020-4-8","Réalisation des essais de garanties de performances pour les équipements de l'unité de valorisation du biogaz sur Furania et les équipements pour la codigestion boues et graisses.","12625.00","8315AB6BA16F39821E5A14B3D255BF37"
"Procédure adaptée","42152","L'HORME","Marché","45233140","4","24420077000117","Saint Etienne Métropole","2021-09-22","ROGER MARTIN RHONE ALPES","32380048200040","SIRET","2021VO24100","Marché","Révisable","2021-09-22","Travaux aménagement du boulevard Saint-Paul et des voiries latérales du square Déflassieux sur la commune de Horme","372053.0",""
"Procédure adaptée","42000","Saint-Etienne Métropole","Accord-cadre","50324200","12","24420077000117","Saint Etienne Métropole","2021-09-27","js concept","41220950400023","SIRET","2021TM23500","Marché","Révisable","2021-09-27","Prestation de maintenance des abris voyageurs sur le territoire de Saint-Etienne Métropole","100000.0",""
"Procédure adaptée","42252","L'HORME","Marché","45233140","4","24420077000117","Saint Etienne Métropole","2021-09-22","TERIDEAL - Tarvel","41034492300124","SIRET","2021VO24200","Marché","Révisable","2021-09-21","Travaux aménagement du boulevard Saint-Paul et des voiries latérales du square Déflassieux sur la commune de Horme","31371.58",""
"Procédure adaptée","42400","Site Novaciéries à Saint-Chamond","Marché","79421200","8","24420077000117","Saint Etienne Métropole","2021-05-31","atelier Supernova","79530441900026","SIRET","2021DCAF13100","Marché","Ferme et actualisable","2021-05-29","Conception design et suivi de réalisation de supports signalétiques sur le site Novaciéries à Saint-Chamond","39100.0",""
"Procédure adaptée","42000","SAINT ETIENNE","Accord-cadre","90620000","12","24420077000117","Saint Etienne Métropole","2021-09-27","ETS TPCF - GROUPE COLAS","32933888304254","SIRET","2021ACT25400","Marché","Révisable","2021-09-27","Prestation de déneigement sur la zone d'activités communautaire de Molina La Chazotte","160000.0",""
"Procédure adaptée","42000","SAINT ETIENNE","Marché","60161000","7","24420077000117","Saint Etienne Métropole","2021-09-22","GROSPIRON INTERNATIONAL","37758993200070","SIRET","2021MAM24400","Marché","Ferme et actualisable","2021-09-22","Prestation de transport aller et retour d'oeuvres d'art  pour l'exposition « L'Énigme autodidacte », Musée d'art moderne et contemporain de Saint-Étienne Métropole","63884.0",""
"Appel d'offres ouvert","42000","Territoire de SAINT-ETIENNE METROPLE","Accord-cadre","71317200","12","24420077000117","Saint Etienne Métropole","2021-12-01","EXELL SECURITE","40976637500300","SIRET","2021SEM25700","Marché","Révisable","2021-10-28","Mission de coordination sécurité et protection de la santé (SPS) niveau II et III.","120000.0",""
"Appel d'offres ouvert","42000","Territoire de SAINT-ETIENNE METROPLE","Accord-cadre","71317200","12","24420077000117","Saint Etienne Métropole","2021-12-01","QUALICONSULT SECURITE","40320025601323","SIRET","2021SEM25900","Marché","Révisable","2021-10-28","Mission de coordination sécurité et protection de la santé (SPS) niveau II et III.","12000.0",""
"Procédure adaptée","42000","Saint-Etienne","Accord-cadre","72212420","12","24420077000117","Saint-Etienne Métropole","2020-10-29","Open Digital Education","52878432500011","SIRET","2020DD30200","Marché","Révisable","2020-10-29","MISE EN PLACE D'UN ESPACE NUMÉRIQUE DE TRAVAIL (ENT) DANS LES ECOLES  DE SAINT-ETIENNE MÉTROPOLE","50000.00","915FFA54B8A97C30DB907AA213AF3A06"
"Appel d'offres ouvert","42140","La Gimond et Saint-Bonnet-Les-Oules","Accord-cadre","77310000","12","24420077000117","Saint Etienne Métropole","2021-05-06","TP MOULARD","42003086800012","SIRET","2021SEM8900","Marché","Révisable","2021-05-03","Prestations de fauchage d'espaces verts sur les abords des voies métropolitaines et des espaces gérés par Saint-Etienne Métropole - Secteur Plaine","67500.0",""
"Appel d'offres ouvert","42330","communes de Saint-Galmier et Chamboeuf","Accord-cadre","77310000","12","24420077000117","Saint Etienne Métropole","2021-05-06","SAS DUBOEUF travaux agricole","81484352000010","SIRET","2021SEM9000","Marché","Révisable","2021-05-04","Prestations de fauchage d'espaces verts sur les abords des voies métropolitaines et des espaces gérés par Saint-Etienne Métropole - Secteur Plaine","67500.0",""
"Procédure adaptée","42000","SAINT ETIENNE","Marché","71356200","12","24420077000117","Saint Etienne Métropole","2022-03-10","Algoé","35288592500029","SIRET","2022AT8100","Marché","Ferme et actualisable","2022-03-10","Assistance à Maitrise d'Ouvrage dans le cadre d'une démarche d'évaluation mutualisée Contrat de Ville et Nouveau Programme National de Rénovation Urbaine","49910.0",""
"Procédure adaptée","42000","COMMUNE DE SAINT-GALMIER","Marché","71300000","48","24420077000117","Saint-Etienne Métropole","2020-11-23","B INGENIERIE","44082152800013","SIRET","2020ASRI34400","Marché","Révisable","2020-11-23","MISE EN SEPARATIF RESEAUX D'ASSAINISSEMENT CHEMIN CHANTEMERLE ET RENOUVELLEMENT COLLECTEUR VERUT COMMUNE DE SAINT-GALMIER","28800.00","92C0B87FCB7E28F52377FE0044120CF9"
"Procédure adaptée","42000","SAINT ETIENNE","Marché","45111250","4","24420077000117","Saint-Etienne Métropole","2020-11-23","Mesures et Patrimoine","84112657600013","SIRET","2020EP33700","Marché","Révisable","2020-11-19","Travaux de reconnaissances topographiques de l'évacuateur de crue du barrage de Lavalette","6300.00","930C3373DDF5DD5D4EF76C30357EAC48"
"Procédure adaptée","42700","FIRMINY","Marché","45232151","4","24420077000117","Saint Etienne Métropole","2021-05-31","TREMA","51365418600024","SIRET","2021ACT12900","Marché","Révisable","2021-05-31","Renouvellement du réseau d'adduction d'eau potable à Firminy (Loire)","151421.0",""
"Procédure adaptée","42230","DVO ROCH_47 : Aval RN 88 à proximité de la rue Dolomieu en rive gauche du ruisseau du Pommaraise  DVO ROCH_19 - Rue des Frênes en rive gauche du ruisseau du Pêchier 42230 Roche la Molière","Marché","45232410","2","24420077000117","Saint-Etienne Métropole","2020-11-03","SADE CGTH","56207750301172","SIRET","2020ASRI26300","Marché","Ferme et actualisable","2020-11-3","Marché de travaux d'équipement métrologique de deux déversoirs d'orage à Roche La Molière.","29900.00","9618E2FF9C94063F137F99B3FB5E8F49"
"Procédure adaptée","42000","SAINT ETIENNE","Marché","45233141","6","24420077000117","Saint Etienne Métropole","2021-05-26","eurovia","31797591000223","SIRET","2021ACT11000","Marché","Ferme et actualisable","2021-05-26","TRAVAUX DE VOIRIE 2021 SUR LA COMMUNE DE SAINT-ETIENNE","547333.61",""
"Procédure adaptée","42000","SAINT ETIENNE","Marché","45233141","5","24420077000117","Saint Etienne Métropole","2021-05-27","ROGER MARTIN RHONE ALPES","32380048200040","SIRET","2021ACT11100","Marché","Ferme et actualisable","2021-05-27","TRAVAUX DE VOIRIE 2021 SUR LA COMMUNE DE SAINT-ETIENNE","497960.58",""
"Procédure adaptée","42000","Rue Montagny","Marché","45233252","3","24420077000117","Saint Etienne Métropole","2021-05-11","EIFFAGE ROUTE CENTRE EST","39882711300141","SIRET","2021ACT10900","Marché","Ferme et actualisable","2021-05-11","Travaux de voirie 2021 sur la commune de Saint-Etienne rue Montagny.","429904.0",""
"Procédure adaptée","42000","SAINT ETIENNE","Marché","45233141","3","24420077000117","Saint Etienne Métropole","2021-05-26","EIFFAGE ROUTE CENTRE EST","39882711300141","SIRET","2021ACT11200","Marché","Ferme et actualisable","2021-05-26","TRAVAUX DE VOIRIE 2021 SUR LA COMMUNE DE SAINT-ETIENNE","446234.9",""
"Procédure adaptée","42000","SAINT ETIENNE","Marché","45233141","4","24420077000117","Saint Etienne Métropole","2021-05-26","STAL TP LOIRE","96250299300042","SIRET","2021ACT11300","Marché","Ferme et actualisable","2021-05-26","TRAVAUX DE VOIRIE 2021 SUR LA COMMUNE DE SAINT-ETIENNE","417829.0",""
"Procédure adaptée","42000","SAINT ETIENNE","Marché","45233141","4","24420077000117","Saint Etienne Métropole","2021-05-26","eurovia","31797591000223","SIRET","2021ACT11400","Marché","Ferme et actualisable","2021-05-26","TRAVAUX DE VOIRIE 2021 SUR LA COMMUNE DE SAINT-ETIENNE","285338.75",""
"Appel d'offres ouvert","42000","SAINT ETIENNE","Accord-cadre","77310000","12","24420077000117","Saint-Etienne Métropole","2020-11-18","TARVEL","41034492300124","SIRET","2020SEM31400","Marché","Révisable","2020-11-18","Prestations d'entretien des espaces verts des espaces gérés par Saint-Etienne Métropole - Secteurs Furan, Plaine et Ondaine","258089.83","98089496C6DC3C504B09191D6CDBE9CC"
"Procédure adaptée","42000","SAINT ETIENNE","Accord-cadre","72310000","12","24420077000117","Saint Etienne Métropole","2021-05-26","GEOFIT","34217401800263","SIRET","2021ASRI12700","Marché","Révisable","2021-05-26","Mise à jour de la base de données SIG Assainissement - Prestations en géomatique.","150000.0",""
"Procédure adaptée","42000","SAINT ETIENNE","Marché","79822500","12","24420077000117","Saint-Etienne Métropole","2021-01-07","Inclusit design","79356601900022","SIRET","2021TOUR38900","Marché","Ferme et actualisable","2021-01-07","MARCHE DE CONCEPTION ET PRODUCTION D'UNE EXPOSITION ITINERANTE SUR LE DESIGN.","25820.00","9C7EF770DED27D773DEE4386DF62DBCE"
"Procédure adaptée","42800","CHATEAUNEUF","Marché","45200000","4","24420077000117","Saint Etienne Métropole","2021-05-26","BORNE TP","53051217700011","SIRET","2021EP10500","Marché","Révisable","2021-05-26","Curage et travaux annexes sur le pré-barrage du Couzon (Loire)","269420.0",""
"Procédure adaptée","42480","Avenue Jean Faure 42480 LA FOUILLOUSE","Marché","45232150","5","24420077000117","Saint-Etienne Métropole","2020-12-08","EUROVIA DALA AGENCE LMTP","31797591000389","SIRET","2020ASRI36400","Marché","Révisable","2020-12-8","Travaux de renouvellement de canalisation d'eau potable avenue Jean Faure à la Fouillouse (Loire)","208448.50","9D4747A9DCC1730750DDA40F088949CE"
"Appel d'offres ouvert","42000","SAINT ETIENNE","Accord-cadre","50720000","12","24420077000117","Saint-Etienne Métropole","2020-12-23","HERVE THERMIQUE","62722004900720","SIRET","2020PATR35600","Marché","Révisable","2020-12-23","Fournitures et maintenance de la climatisation, de la ventilation, du chauffage et de l'eau chaude sanitaire du Musée d'Art Moderne et Contemporain (MAMC) et du Stade Geoffroy-Guichard","35866.00","9E019B2AEE0654F0F927B0239E94796E"
"Appel d'offres ouvert","42000","SAINT ETIENNE","Accord-cadre","50720000","12","24420077000117","Saint-Etienne Métropole","2020-12-23","DALKIA","45650053700018","SIRET","2020PATR35700","Marché","Révisable","2020-12-22","Fournitures et maintenance de la climatisation, de la ventilation, du chauffage et de l'eau chaude sanitaire du Musée d'Art Moderne et Contemporain (MAMC) et du Stade Geoffroy-Guichard","57443.94","9E0A0CC1A3CAE1FC290700143561AB21"
"Procédure adaptée","42500","Chambon Feugerolles","Marché","45221119","4","24420077000117","Saint-Etienne Métropole","2020-07-02","COLAS GC Centre Rhone Alpes Auvergne","32916815700918","SIRET","2020VO22100","Marché","Révisable","2020-7-2","Travaux sur le Pont de Valcherie sur la commune du Chambon Feugerolles","257840.00","9EEC70B0A449DA1CF46422D77F667FEB"
"Procédure adaptée","42000","SAINT ETIENNE","Marché","71356200","6","24420077000117","Saint Etienne Métropole","2022-01-05","acere","45254114700032","SIRET","2021DD34900","Marché","Ferme et actualisable","2022-01-04","PRESTATIONS POUR L'ELABORATION DE LA TRAME NOIRE METROPOLITAINE","45460.0",""
"Procédure avec négociation","42700","Usine des 4 vents : Firminy - Usine de Latour : le Chambon Feugerolles","Accord-cadre","65111000","6","24420077000117","Saint Etienne Métropole","2022-01-05","Stéphanoise des Eaux","38395663800035","SIRET","2021EP28600","Marché","Ferme et actualisable","2022-01-04","Accord-cadre mono-attributaire pour l'exploitation des usines des 4 vents et de Latour","3000000.0",""
"Procédure négociée avec mise en concurrence préalable","43200","Barrage LAVALLETTE 43200 Communes de LAPTE et SAINT-JEURES","Accord-cadre","65130000","12","24420077000117","Saint-Etienne Métropole","2021-01-22","BRL_EXPLOITATION","39135056800013","SIRET","2020EP39000","Marché","Révisable","2020-12-29","Accord-cadre mono-attributaire pour la surveillance et l'exploitation du barrage de Lavalette","1722500.00","A0BD18BEEFD6D868BAAA3BE8008E5C7D"
"Appel d'offres ouvert","42000","SAINT ETIENNE","Accord-cadre","90480000","12","24420077000117","Saint Etienne Métropole","2021-07-20","CHOLTON","67450126700084","SIRET","2021ASRI17300","Marché","Révisable","2021-07-02","Investigations préalables  sur les réseaux d'assainissement avant études et travaux","107000.0",""
"Appel d'offres ouvert","42000","SAINT ETIENNE","Accord-cadre","90480000","12","24420077000117","Saint Etienne Métropole","2021-07-20","PRELEVEO","81946023900026","SIRET","2021ASRI17400","Marché","Révisable","2021-07-19","Investigations préalables  sur les réseaux d'assainissement avant études et travaux","107000.0",""
"Appel d'offres ouvert","42000","SAINT ETIENNE","Accord-cadre","90480000","12","24420077000117","Saint Etienne Métropole","2021-07-20","PRELEVEO","81946023900026","SIRET","2021ASRI17500","Marché","Révisable","2021-07-19","Investigations préalables  sur les réseaux d'assainissement avant études et travaux","107000.0",""
"Procédure adaptée","43200","barrage de Lavalette 43200 LAPTE","Marché","71631000","12","24420077000117","Saint-Etienne Métropole","2020-09-10","Fugro France","42128050400059","SIRET","2020EP25800","Marché","Révisable","2020-9-9","Inspections par moyens spéciaux du barrage de Lavalette","98400.00","A1A5FC7ABCC30CA7AB01DFC56160D235"
"Appel d'offres ouvert","42000","SAINT ETIENNE","Accord-cadre","90480000","12","24420077000117","Saint Etienne Métropole","2021-07-20","CHOLTON","67450126700084","SIRET","2021ASRI17600","Marché","Révisable","2021-07-02","Investigations préalables  sur les réseaux d'assainissement avant études et travaux","107000.0",""
"Procédure adaptée","42660","Saint-Romain-les-Atheux","Marché","45200000","2","24420077000117","Saint Etienne Métropole","2021-05-31","STAM","53220097900039","SIRET","2021EP13500","Marché","Ferme et actualisable","2021-05-31","Travaux de réparation de l'évacuateur de crues, du chenal aval et du coursier du barrage du Cotatay (Loire)","65272.5",""
"Procédure adaptée","42000","SAINT ETIENNE","Marché","71335000","30","24420077000117","Saint-Etienne Métropole","2020-12-03","Egis Villes & Transports","49333442900591","SIRET","2020DD35900","Marché","Ferme et actualisable","2020-12-3","Prestation d'accompagnement de la concertation relative  à la zone à faible émissions","77435.00","A526C091A37E63E41B194DB104B6C2F5"
"Appel d'offres ouvert","42000","SAINT ETIENNE","Marché","66510000","120","24420077000117","Saint-Etienne Métropole","2021-01-12","Cabinet Perrin Assurances","50180633500037","SIRET","2021CPAJ0100","Marché","Révisable","2021-1-12","MARCHE D'ASSURANCE CONSTRUCTION DANS LE CADRE DE LA RÉALISATION DE LA SALLE OMNISPORTS DU GIER.","119913.61","A541F5B0ED0DE905D17371F001E899A3"
"Marché négocié sans publicité ni mise en concurrence préalable","42800","GENILAC","Marché","45232150","3","24420077000117","Saint-Etienne Métropole","2020-03-31","C CUBE","50388486800012","SIRET","2020VO13200","Marché","Révisable","2020-3-31","TRAVAUX D'AMENAGEMENT DES ESPACES PUBLICS EN CENTRE BOURG ET RENOUVELLEMENT DES RESEAUX D'EAU POTABLE RUE DES FOSSES SUR LA COMMUNE DE GENILAC - LOT 3 SERRURERIE MOBILIER DESIGN SUR MESURE","40900.00","A5449F00BB9E87F26010F7142BF83E83"
"Procédure adaptée","42290","Commune de Sorbiers 42290 SORBIERS","Marché","71300000","12","24420077000117","Saint-Etienne Métropole","2020-11-23","Bureau d'Etudes REALITES","39939207500053","SIRET","2020AT34600","Marché","Révisable","2020-11-23","Mission de maîtrise d'oeuvre ECM -Valorisation du Val d'Onzon : aménagement d'une boucle nature, patrimoine et design  sur la  Commune de Sorbiers","71168.00","A5DAC17F94B0E5CCC2E70DB0E6D0A5E6"
"Procédure adaptée","42000","SAINT ETIENNE","Accord-cadre","45232410","20","24420077000117","Saint-Etienne Métropole","2021-01-12","SAUR","33937998405835","SIRET","202120ASRI38000","Marché","Révisable","2021-01-12","Travaux pour la remise en état des deux digesteurs et du gazomètre de la station d'épuration de Furania","1500000.00","A7DCA48DD32A7FEC2A44F49E129ECF70"
"Procédure négociée avec mise en concurrence préalable","42800","RIVE DE GIER","Accord-cadre","71335000","24","24420077000117","Saint-Etienne Métropole","2021-03-03","CABINET MERLIN","42863435600508","SIRET","2021EP2200","Marché","Révisable","2021-03-03","ETUDE DU PATRIMOINE ET SCHEMA DIRECTEUR D'ALIMENTATION EN EAU POTABLE DE LA MOYENNE VALLEE DU GIER","203823.00","A9F7D18DDA8561F47AAC3C8C55F0C358"
"Procédure adaptée","42000","Saint-Etienne","Accord-cadre","50324100","12","24420077000117","Saint-Etienne Métropole","2020-09-30","dousson","62450078100023","SIRET","2020GG26800","Marché","Révisable","2020-9-29","PRESTATIONS DE MAINTENANCE ET GESTION DES INSTALLATIONS ELECTRIQUES DU STADE GEOFFROY-GUICHARD","213000.00","AA673796E5C13AFE68D9DF1C7387D693"
"Procédure adaptée","69700","GIVORS","Accord-cadre","71300000","24","20003667100010","Syndicat Mixte de Transports pour l'Aire Métropolitaine","2020-08-31","EGIS VILLES ET TRANSPORTS","49333442900591","SIRET","2020SMT0200","Marché","Révisable","2020-8-31","ACCORD-CADRE D'ETUDES SUR LE STATIONNEMENT ET LES SERVICES EN GARES TER ET AIRES D'INTERMODALITE DE L'AIRE METROPOLITAINE LYONNAISE","190000.00","AB3C16D90DF84225846A3E642C25F6D0"
"Appel d'offres ouvert","42000","SAINT ETIENNE","Accord-cadre","45233141","12","24420077000117","Saint Etienne Métropole","2021-07-20","EUROJOINT","34366417300063","SIRET","2021VO18600","Marché","Révisable","2021-07-20","PONTAGE PAR SCELLEMENT DE FISSURES  ET ENTRETIEN CURATIF DES CHAUSSEES DU RESEAU ROUTIER DE SAINT-ETIENNE METROPOLE","329200.0",""
"Procédure adaptée","42000","SAINT ETIENNE","Accord-cadre","71335000","12","24420077000117","Saint-Etienne Métropole","2021-02-16","AMETEN","79377884600022","SIRET","2021ASRI2300","Marché","Révisable","2021-2-15","Suivi environnemental lié aux aménagements de cours d'eau","10000.00","AD3EB64AB895A8D64F0102A5E8B8C19F"
"Procédure adaptée","42000","SAINT ETIENNE","Accord-cadre","71335000","12","24420077000117","Saint-Etienne Métropole","2021-02-16","ECO-STRATEGIE","48512775700022","SIRET","2021ASRI2400","Marché","Révisable","2021-02-15","Suivi environnemental lié aux aménagements de cours d'eau","16000.00","AD459D02F9480024AEF0538B07D0A8C9"
"Procédure adaptée","42000","SAINT ETIENNE","Accord-cadre","71335000","12","24420077000117","Saint-Etienne Métropole","2021-02-16","ECO-STRATEGIE","48512775700022","SIRET","2021ASRI2500","Marché","Révisable","2021-2-15","Suivi environnemental lié aux aménagements de cours d'eau","5000.00","AD4BCD12FBEC277E84E311AA353588E2"
"Procédure adaptée","42000","SAINT ETIENNE","Marché","79970000","6","24420077000117","Saint-Etienne Métropole","2021-02-01","snoeck publishers","2139354596","UE","2021MAM0400","Marché","Ferme et actualisable","2021-02-01","Prestations d'édition et de graphisme pour le catalogue de l'exposition L'énigme autodidacte au Musée d'Art Moderne et Contemporain","21000.00","AE6B5FF2C8AA11E99811E9A8A55FCBA2"
"Procédure adaptée","42000","SAINT ETIENNE","Marché","79970000","6","24420077000117","Saint-Etienne Métropole","2021-02-01","Xavier Erni","AUCUN","HORS-UE","2021MAM0500","Marché","Ferme et actualisable","2021-2-1","Prestations d'édition et de graphisme pour le catalogue de l'exposition L'énigme autodidacte au Musée d'Art Moderne et Contemporain","5000.00","AE8B0617B555C4013C72EB75A4FD79C4"
"Procédure adaptée","42000","SAINT ETIENNE","Marché","45233140","6","24420077000117","Saint Etienne Métropole","2021-12-21","COIRO FOREZ","75171656400032","SIRET","2021VO27300","Marché","Révisable","2021-12-21","Aménagement de la rue Ponchardier au droit du bâtiment Manufrance à Saint-Etienne","608914.73",""
